街区,租赁方式,朝向,每月租金,行政区,板块,房屋面积,格局,发布时长
,,,8000,闵行,马桥,307.63㎡,3室3厅2卫,"
            链家          "
魔方公寓,独栋,近10号线直达五角场,6527,,,1室1厅1卫,,"
            魔方公寓          "
,,,15000,静安,大宁,107.00㎡,3室2厅2卫,"
            链家          "
,,,7900,长宁,新华路,70.66㎡,2室1厅1卫,"
            链家          "
西部乐巢,独栋,两室一厅,9100-9800,,,2室1厅1卫,,"
            西部乐巢          "
魔方公寓,独栋,浦东康桥,2800,,,1室0厅1卫,,"
            魔方公寓          "
壹间公寓,独栋,靠近罗店和宝山工业园,1125,,,1室0厅1卫,,"
            壹间公寓          "
西部乐巢,独栋,一居室,6120,,,1室0厅1卫,,"
            西部乐巢          "
西部乐巢,独栋,保租房,9075-9834,,,2室1厅1卫,,"
            西部乐巢          "
白居易公寓,独栋,超大loft户型，屋内阳光洒满,2400,,,1室1厅1卫,,"
            白居易公寓          "
,,,4700,闵行,航华,80.60㎡,2室1厅1卫,"
            链家          "
,,,5700,普陀,光新,63.63㎡,2室1厅1卫,"
            链家          "
城家公寓,独栋,免费健身房！地铁上盖！超大储物！陪读房！免费自习室！,4400,,,1室0厅1卫,,"
            城家公寓          "
西部乐巢,独栋,家庭优选,9053-9600,,,2室1厅1卫,,"
            西部乐巢          "
,,,24500,浦东,杨思前滩,114.41㎡,3室2厅2卫,"
            链家          "
西部乐巢,独栋,【特惠】三轨交通,6300,,,1室1厅1卫,,"
            西部乐巢          "
,,,24000,闵行,颛桥,528.40㎡,5室3厅4卫,"
            链家          "
,,,2150,崇明,陈家镇,87.00㎡,2室1厅1卫,"
            链家          "
,,,4000,嘉定,南翔,50.00㎡,3室1厅1卫,"
            链家          "
魔方公寓,独栋,浦东租房班车免费接送,2300,,,1室1厅1卫,,"
            魔方公寓          "
,,,43000,浦东,陆家嘴,315.74㎡,4室2厅3卫,"
            链家          "
五号青年公寓,独栋,特惠.源深路电梯首选一居室（带阳台）,4200,,,1室1厅1卫,,"
            五号青年公寓          "
梧桐青年公寓,独栋,【1室户·N1S】阳台·整租·现房实图·标价即实价,1699,,,1室0厅1卫,,"
            梧桐青年公寓          "
梧桐青年公寓,独栋,【1室户·W1E】性价比1室户·可月付·整租·独门独户,1600,,,1室1厅1卫,,"
            梧桐青年公寓          "
,,,4500,浦东,金桥,69.38㎡,2室1厅1卫,"
            链家          "
,,,4500,嘉定,嘉定老城,151.00㎡,4室2厅2卫,"
            链家          "
西部乐巢,独栋,豪华精装阳光房,6600,,,1室0厅1卫,,"
            西部乐巢          "
,,,7500,长宁,仙霞,71.15㎡,2室1厅1卫,"
            链家          "
,,,4400,闵行,春申,72.00㎡,3室1厅1卫,"
            链家          "
,,,12500,虹口,北外滩,104.00㎡,2室2厅1卫,"
            链家          "
,,,7600,徐汇,徐家汇,51.74㎡,1室1厅1卫,"
            链家          "
,,,8500,松江,佘山,307.12㎡,5室2厅5卫,"
            链家          "
,,,4200,徐汇,华泾,82.29㎡,2室1厅1卫,"
            链家          "
,,,3700,普陀,长风,37.60㎡,1室1厅1卫,"
            链家          "
,,,29000,黄浦,打浦桥,220.00㎡,3室2厅3卫,"
            链家          "
,,,7500,青浦,赵巷,102.00㎡,3室2厅2卫,"
            链家          "
,,,6000,虹口,鲁迅公园,73.82㎡,2室0厅1卫,"
            链家          "
荟居酒店,独栋,南夏晴居,2700-3500,,,1室1厅1卫,,"
            荟居酒店          "
,,,7200,浦东,潍坊,51.00㎡,2室1厅1卫,"
            链家          "
,,,4200,浦东,金桥,70.00㎡,1室1厅1卫,"
            链家          "
,,,5000,静安,苏河湾,50.50㎡,1室1厅1卫,"
            链家          "
荟居酒店,独栋,北光雅舍,3300,,,1室1厅1卫,,"
            荟居酒店          "
,,,2500,嘉定,安亭,54.28㎡,2室1厅2卫,"
            链家          "
,,,6000,浦东,临港新城,126.06㎡,3室2厅2卫,"
            链家          "
保利和寓,独栋,春季福利,3410,,,1室0厅1卫,,"
            保利和寓          "
保利和寓,独栋,公寓直租·南向阳光房,3510,,,1室0厅1卫,,"
            保利和寓          "
上海金桥碧云阁服务公寓,独栋,邻近学校温馨舒适两房两厅,25000,,,2室2厅2卫,,"
            上海金桥碧云阁服务公寓          "
,,,3800,浦东,周浦,55.81㎡,1室1厅1卫,"
            链家          "
SVIP斯维派服务公寓,独栋,徐泾高性价比一居室/带阳台/独立卫浴可做饭,2700,,,1室0厅1卫,,"
            SVIP斯维派服务公寓          "
,,,14000,宝山,罗店,373.13㎡,5室2厅5卫,"
            链家          "
中海友里,独栋,毕业季一室两厅-首月立减500-免费宽带-一梯两户,2100,,,1室2厅1卫,,"
            中海友里          "
,,,3800,徐汇,衡山路,22.80㎡,1室0厅1卫,"
            链家          "
金茂公寓,独栋,4月特价房,2538,,,1室0厅1卫,,"
            金茂公寓          "
,,,60000,青浦,徐泾,515.44㎡,5室4厅5卫,"
            链家          "
,,,17500,普陀,万里,136.00㎡,3室2厅2卫,"
            链家          "
,,,7380,长宁,新华路,47.49㎡,2室1厅1卫,"
            链家          "
翔洲公寓,独栋,温馨小套房,3300-3800,,,,,"
            翔洲公寓          "
诺富特酒店公寓,独栋,8号线中兴路地铁口轻奢一室一厅，近人民广场南京东路,13000,,,1室1厅1卫,,"
            诺富特酒店公寓          "
,,,2600,浦东,万祥镇,97.73㎡,3室2厅1卫,"
            链家          "
,,,15520,静安,大宁,107.00㎡,3室2厅2卫,"
            链家          "
,,,1000,崇明,崇明新城,55.46㎡,2室1厅1卫,"
            链家          "
,,,12000,浦东,花木,97.69㎡,3室2厅1卫,"
            链家          "
,,,4200,青浦,重固,98.21㎡,3室2厅2卫,"
            链家          "
1888公寓,独栋,泗泾地铁口,2300,,,1室1厅1卫,,"
            1888公寓          "
1888公寓,独栋,泗泾地铁抄底价房源2200,1800-2300,,,1室1厅1卫,,"
            1888公寓          "
,,,10500,普陀,武宁,99.23㎡,2室1厅1卫,"
            链家          "
逸享公寓,独栋,特价,1600,,,1室0厅1卫,,"
            逸享公寓          "
,,,5500,浦东,陆家嘴,36.04㎡,1室1厅1卫,"
            链家          "
,,,7500,静安,南京西路,53.32㎡,1室1厅1卫,"
            链家          "
,,,2200,松江,佘山,108.00㎡,3室2厅1卫,"
            链家          "
逸享公寓,独栋,限量福利特价房源,1600,,,1室0厅1卫,,"
            逸享公寓          "
,,,33000,杨浦,五角场,227.72㎡,5室2厅4卫,"
            链家          "
,,,4200,浦东,高行,86.54㎡,2室2厅1卫,"
            链家          "
柚米寓,独栋,大学城附近，大阳台一居室，民用水电，燃气洗澡,1907-2188,,,1室1厅1卫,,"
            柚米寓          "
,,,5600,闵行,莘庄北广场,87.42㎡,3室1厅1卫,"
            链家          "
,,,2000,奉贤,南桥,53.00㎡,1室1厅1卫,"
            链家          "
,,,10000,浦东,三林,144.59㎡,4室2厅2卫,"
            链家          "
逸享公寓,独栋,特价整租,1800,,,1室0厅1卫,,"
            逸享公寓          "
柚米寓,独栋,免费健身，自带2500平公区，超多社群活动免费参加,1923-2175,,,1室1厅1卫,,"
            柚米寓          "
柚米寓,独栋,大学城附近，高级一居室，班车往返9号线，毕业生可享押金减半,1722-2168,,,1室1厅1卫,,"
            柚米寓          "
,,,13800,静安,大宁,106.00㎡,3室2厅2卫,"
            链家          "
,,,12000,静安,曹家渡,124.24㎡,2室2厅1卫,"
            链家          "
柚米寓,独栋,地铁9号线班车往返丨高级一室户丨独立卫浴丨家电齐全精装修,1805-2147,,,1室1厅1卫,,"
            柚米寓          "
,,,6500,浦东,三林,97.00㎡,3室1厅1卫,"
            链家          "
,,,18500,黄浦,黄浦滨江,90.20㎡,1室2厅1卫,"
            链家          "
,,,7900,黄浦,淮海中路,51.80㎡,1室1厅1卫,"
            链家          "
,,,4700,闵行,莘庄北广场,64.72㎡,2室1厅1卫,"
            链家          "
,,,5100,松江,洞泾,89.08㎡,3室2厅2卫,"
            链家          "
柚米寓,独栋,毕业生限时享押金减半，官方直营！,1925-2188,,,1室1厅1卫,,"
            柚米寓          "
,,,3800,浦东,川沙,114.28㎡,3室1厅1卫,"
            链家          "
,,,5900,杨浦,五角场,50.34㎡,1室1厅1卫,"
            链家          "
柚米寓,独栋,毕业季开启，租期灵活可短租！,2163-2188,,,1室1厅1卫,,"
            柚米寓          "
柚米寓,独栋,租期灵活！无看房费！可申请G60人才补贴,1925-2209,,,1室1厅1卫,,"
            柚米寓          "
,,,4789,浦东,北蔡,,东北,"
            自如          "
,,,4800,静安,曹家渡,34.00㎡,1室0厅1卫,"
            链家          "
,,,4000,松江,松江新城,119.16㎡,3室2厅2卫,"
            链家          "
,,,25000,徐汇,龙华,191.00㎡,4室2厅2卫,"
            链家          "
,,,5290,普陀,桃浦,,南,"
            自如          "
,,,10800,闵行,金虹桥,96.05㎡,2室2厅1卫,"
            链家          "
,,,3500,闵行,莘庄南广场,56.65㎡,2室1厅1卫,"
            链家          "
,,,4355,虹口,曲阳,,南,"
            自如          "
,,,3200,松江,松江大学城,59.38㎡,1室1厅1卫,"
            链家          "
,,,8000,闵行,浦江,104.12㎡,3室2厅1卫,"
            链家          "
,,,3830,松江,松江大学城,,南,"
            自如          "
,,,8600,杨浦,新江湾城,89.75㎡,3室2厅1卫,"
            链家          "
,,,8160,徐汇,徐家汇,,南,"
            自如          "
,,,11000,青浦,徐泾,89.00㎡,3室2厅1卫,"
            链家          "
,,,4600,普陀,桃浦,77.18㎡,2室1厅1卫,"
            链家          "
,,,5000,宝山,罗店,122.04㎡,4室2厅2卫,"
            链家          "
,,,5800,松江,九亭,125.38㎡,3室2厅1卫,"
            链家          "
,,,9800,浦东,世博,118.29㎡,3室1厅1卫,"
            链家          "
,,,4830,长宁,西郊,,南,"
            自如          "
,,,6500,青浦,徐泾,92.00㎡,3室2厅1卫,"
            链家          "
,,,6203,长宁,中山公园,,南,"
            自如          "
,,,4560,浦东,北蔡,,南,"
            自如          "
,,,7000,静安,永和,107.24㎡,3室2厅1卫,"
            链家          "
,,,4360,静安,不夜城,32.18㎡,1室1厅1卫,"
            自如          "
,,,3530,浦东,外高桥,44.00㎡,1室1厅1卫,"
            自如          "
,,,11000,长宁,镇宁路,66.73㎡,2室1厅1卫,"
            链家          "
,,,10000,浦东,潍坊,97.22㎡,3室1厅1卫,"
            链家          "
,,,3900,浦东,梅园,30.24㎡,1室0厅1卫,"
            链家          "
,,,6500,长宁,镇宁路,53.10㎡,1室1厅1卫,"
            链家          "
,,,4170,普陀,真如,37.00㎡,1室1厅1卫,"
            自如          "
,,,1520,奉贤,南桥,42.61㎡,2室1厅1卫,"
            链家          "
,,,5300,静安,彭浦,94.87㎡,2室1厅1卫,"
            链家          "
泊寓,独栋,【疗愈系社区】瑜伽室+咖啡厅/阳台单间采光MAX,1700,,,1室0厅1卫,,"
            泊寓          "
,,,3600,静安,闸北公园,30.00㎡,1室0厅1卫,"
            链家          "
泊寓,独栋,【合庆理想家·保租房】押一付一/民水民电/无管理费/近公交11,1700,,,1室0厅1卫,,"
            泊寓          "
,,,20000,青浦,赵巷,265.62㎡,4室2厅4卫,"
            链家          "
泊寓,独栋,【共享社交空间】配套运动场地租房不孤单/民水民电/电梯房14,1700,,,1室0厅1卫,,"
            泊寓          "
,,,3500,青浦,朱家角,179.54㎡,4室2厅3卫,"
            链家          "
,,,4800,浦东,临港新城,105.88㎡,3室2厅2卫,"
            链家          "
,,,3600,闵行,浦江,77.40㎡,2室1厅1卫,"
            链家          "
泊寓,独栋,【灵活租期·无忧住】提前一个月申请退租不扣押金/押一付一15,1700,,,1室0厅1卫,,"
            泊寓          "
泊寓,独栋,【提前预租享优惠】综合性服务社区，阳台单间,1650,,,1室1厅1卫,,"
            泊寓          "
,,,8600,青浦,盈浦,127.00㎡,4室2厅2卫,"
            链家          "
,,,12000,浦东,杨东,112.62㎡,2室1厅1卫,"
            链家          "
,,,3000,嘉定,嘉定新城,45.00㎡,1室1厅1卫,"
            链家          "
,,,10600,普陀,长征,109.28㎡,2室2厅2卫,"
            链家          "
,,,3400,奉贤,四团,136.85㎡,4室2厅2卫,"
            链家          "
泊寓,独栋,【高楼层电梯房】大单间采光好，坐北朝南冬暖夏凉,1700,,,1室1厅1卫,,"
            泊寓          "
,,,10900,浦东,金桥,165.68㎡,4室1厅0卫,"
            链家          "
泊寓,独栋,【开放式厨房抽油烟机】直租大单间，酒店式精装修公寓,1700,,,1室1厅1卫,,"
            泊寓          "
,,,4200,静安,大宁,41.44㎡,1室1厅1卫,"
            链家          "
,,,5000,浦东,外高桥,66.30㎡,2室1厅1卫,"
            链家          "
,,,42000,静安,西藏北路,222.65㎡,4室2厅3卫,"
            链家          "
泊寓,独栋,【告别高租金】保租房社区，品质生活，轻松拥有/无中介费,1700,,,1室0厅1卫,,"
            泊寓          "
,,,3900,闵行,颛桥,87.01㎡,2室2厅1卫,"
            链家          "
,,,22000,长宁,西郊,224.06㎡,4室2厅4卫,"
            链家          "
,,,3300,金山,金山新城,82.56㎡,2室1厅1卫,"
            链家          "
,,,2400,嘉定,菊园新区,42.00㎡,1室1厅1卫,"
            链家          "
绿洲智谷社区,独栋,近地铁民水电,2741-2765,,,1室0厅1卫,,"
            绿洲智谷社区          "
致寓青年暖家,独栋,拎包入住限时特惠地铁口设计师网红LOFT，送免租期多层门禁安全有保障，精致全明电梯房智能一级能效家电,4500,,,1室1厅1卫,,"
            致寓青年暖家          "
,,,4430,徐汇,长桥,,南,"
            自如          "
,,,4090,普陀,长寿路,,西,"
            自如          "
,,,5060,浦东,塘桥,,南,"
            自如          "
,,,21000,长宁,虹桥,150.99㎡,2室2厅2卫,"
            链家          "
,,,4500,普陀,长风,34.16㎡,1室1厅1卫,"
            链家          "
,,,3543,闵行,闵浦,,南,"
            自如          "
,,,5000,嘉定,丰庄,61.39㎡,2室1厅1卫,"
            链家          "
,,,4000,杨浦,黄兴公园,35.77㎡,1室1厅1卫,"
            链家          "
,,,2600,徐汇,建国西路,10.00㎡,1室0厅1卫,"
            链家          "
,,,4490,普陀,甘泉宜川,,西,"
            自如          "
,,,6159,宝山,上大,,南,"
            自如          "
,,,5000,浦东,张江,60.28㎡,2室1厅2卫,"
            链家          "
,,,5930,宝山,大华,,南,"
            自如          "
,,,3600,浦东,周浦,59.46㎡,1室1厅1卫,"
            链家          "
,,,5200,浦东,杨东,44.43㎡,1室0厅1卫,"
            链家          "
,,,9700,徐汇,徐家汇,89.03㎡,2室2厅1卫,"
            链家          "
,,,4800,杨浦,五角场,36.68㎡,1室1厅1卫,"
            链家          "
,,,7800,黄浦,蓬莱公园,57.95㎡,1室1厅1卫,"
            链家          "
,,,4300,虹口,凉城,34.27㎡,1室0厅1卫,"
            链家          "
,,,17800,松江,泗泾,538.81㎡,5室1厅4卫,"
            链家          "
,,,3730,静安,彭浦,31.27㎡,1室1厅1卫,"
            自如          "
,,,4100,杨浦,东外滩,35.82㎡,1室0厅1卫,"
            链家          "
,,,4000,浦东,金桥,49.09㎡,1室1厅1卫,"
            链家          "
